key,name,description,attached to,layer,type,url
natural-science.physics.technology.hydraulic-engineering,Hydraulic engineering,Study of engineering related to water flow systems.,Technology|0,3,S,https://en.wikipedia.org/wiki/Hydraulic_engineering
natural-science.physics.technology.mining-engineering,Mining engineering,Study of engineering for mineral extraction.,Technology|0;Earth science|1,3,S,https://en.wikipedia.org/wiki/Mining_engineering
natural-science.physics.technology.transportation-engineering,Transportation engineering,Study of planning and design of transportation systems.,Technology|0,3,S,https://en.wikipedia.org/wiki/Transportation_engineering
natural-science.physics.technology.transportation-engineering.highway-engineering,Highway engineering,Study of design and construction of highways.,Transportation engineering|0,4,S,https://en.wikipedia.org/wiki/Highway_engineering
natural-science.physics.technology.structural-engineering,Structural engineering,Study of engineering structures and load bearing systems.,Technology|0,3,S,https://en.wikipedia.org/wiki/Structural_engineering
natural-science.physics.technology.structural-engineering.architectural-engineering,Architectural engineering,Study of engineering of building systems.,Structural engineering|0,4,S,https://en.wikipedia.org/wiki/Architectural_engineering
natural-science.physics.technology.structural-mechanics,Structural mechanics,Study of mechanics of structures and materials.,Technology|0,3,S,https://en.wikipedia.org/wiki/Structural_mechanics
natural-science.physics.technology.surveying,Surveying,Study of measuring and mapping land and structures.,Technology|0,3,S,https://en.wikipedia.org/wiki/Surveying
natural-science.physics.technology.construction,Construction,Study of construction methods and project execution.,Technology|0,3,S,https://en.wikipedia.org/wiki/Construction
natural-science.physics.technology.infrastructure,Infrastructure,Study of infrastructure systems and networks.,Technology|0,3,S,https://en.wikipedia.org/wiki/Infrastructure
natural-science.physics.technology.instructional-design,Instructional design,Study of designing instruction and learning systems.,Technology|0;Psychology|1,3,S,https://en.wikipedia.org/wiki/Instructional_design
natural-science.physics.technology.instructional-design.instructional-simulation,Instructional simulation,Study of simulations for instructional purposes.,Instructional design|0,4,S,https://en.wikipedia.org/wiki/Instructional_simulation
natural-science.physics.technology.human-performance-technology,Human performance technology,Study of improving human performance using technology.,Technology|0;Psychology|1,3,S,https://en.wikipedia.org/wiki/Human_performance_technology
natural-science.physics.technology.knowledge-management,Knowledge management,Study of managing organizational knowledge and learning.,Technology|0;Information science|0,3,S,https://en.wikipedia.org/wiki/Knowledge_management
natural-science.physics.technology.computer-engineering,Computer engineering,Study of computer hardware and systems engineering.,Technology|0,3,S,https://en.wikipedia.org/wiki/Computer_engineering
natural-science.physics.technology.control-systems-engineering,Control systems engineering,Study of control systems design and automation.,Technology|0,3,S,https://en.wikipedia.org/wiki/Control_engineering
natural-science.physics.technology.electronic-engineering,Electronic engineering,Study of electronic systems and circuit design.,Technology|0,3,T,https://en.wikipedia.org/wiki/Electronic_engineering
natural-science.physics.technology.electronic-engineering.electronics,Electronics,Study of electronic circuits and devices.,Electronic engineering|0,4,S,https://en.wikipedia.org/wiki/Electronics
natural-science.physics.technology.electronic-engineering.instrumentation-engineering,Instrumentation engineering,Study of measurement and instrumentation systems.,Electronic engineering|0,4,S,https://en.wikipedia.org/wiki/Instrumentation_engineering
natural-science.physics.technology.engineering-physics,Engineering physics,Study of physics applied in engineering contexts.,Technology|0,3,S,https://en.wikipedia.org/wiki/Engineering_physics
natural-science.physics.technology.mechatronics,Mechatronics,Study of integrated mechanical electronic control systems.,Technology|0,3,S,https://en.wikipedia.org/wiki/Mechatronics
natural-science.physics.technology.power-engineering,Power engineering,Study of power generation and electrical energy systems.,Technology|0,3,S,https://en.wikipedia.org/wiki/Power_engineering
natural-science.physics.technology.robotics,Robotics,Study of robotic systems design and control.,Technology|0,3,T,https://en.wikipedia.org/wiki/Robotics
natural-science.physics.technology.robotics.microbotics,Microbotics,Study of micro scale robotic systems.,key:natural-science.physics.technology.robotics|0,4,S,https://en.wikipedia.org/wiki/Microbotics
natural-science.physics.technology.semiconductors,Semiconductors,Study of semiconductor materials and devices.,Technology|0,3,S,https://en.wikipedia.org/wiki/Semiconductors
natural-science.physics.technology.telecommunications-engineering,Telecommunications engineering,Study of communication systems and signal transmission.,Technology|0,3,T,https://en.wikipedia.org/wiki/Telecommunications_engineering
natural-science.physics.technology.biomaterials,Biomaterials,Study of materials designed for biological applications.,Technology|0;Biology|1,3,S,https://en.wikipedia.org/wiki/Biomaterials
natural-science.physics.technology.ceramic-engineering,Ceramic engineering,Study of engineering of ceramic materials.,Technology|0,3,S,https://en.wikipedia.org/wiki/Ceramic_engineering
natural-science.physics.technology.crystallography,Crystallography,Study of crystal structures and properties.,Technology|0,3,S,https://en.wikipedia.org/wiki/Crystallography
natural-science.physics.technology.nanomaterials,Nanomaterials,Study of materials at the nanoscale.,Technology|0,3,S,https://en.wikipedia.org/wiki/Nanomaterials
natural-science.physics.technology.physical-metallurgy,Physical Metallurgy,Study of physical properties and processing of metals.,Technology|0,3,S,https://en.wikipedia.org/wiki/Metallurgy
natural-science.physics.technology.polymer-science,Polymer science,Study of polymer structures and properties.,Technology|0;Chemistry|1,3,S,https://en.wikipedia.org/wiki/Polymer_science
natural-science.physics.technology.corrosion-engineering,Corrosion engineering,Study of corrosion processes and prevention.,Technology|0;Chemistry|1,3,S,https://en.wikipedia.org/wiki/Corrosion_engineering
natural-science.physics.technology.acoustical-engineering,Acoustical engineering,Study of engineering related to sound and vibration.,Technology|0,3,S,https://en.wikipedia.org/wiki/Acoustical_engineering
natural-science.physics.technology.automotive-engineering,Automotive engineering,Study of engineering for vehicle design and systems.,Technology|0,3,T,https://en.wikipedia.org/wiki/Automotive_engineering
natural-science.physics.technology.biomedical-engineering,Biomedical engineering,Study of engineering applied to medicine and health.,Technology|0;Biology|1,3,T,https://en.wikipedia.org/wiki/Biomedical_engineering
natural-science.physics.technology.biomedical-engineering.biomechanical-engineering,Biomechanical engineering,Study of mechanical systems in biological contexts.,Biomedical engineering|0,4,S,https://en.wikipedia.org/wiki/Biomechanical_engineering
natural-science.physics.technology.biomedical-engineering.neural-engineering,Neural engineering,Study of engineering of neural systems and interfaces.,Biomedical engineering|0,4,S,https://en.wikipedia.org/wiki/Neural_engineering
natural-science.physics.technology.heat-transfer,Heat transfer,Study of heat transfer in engineering applications.,Technology|0,3,S,https://en.wikipedia.org/wiki/Heat_transfer
natural-science.physics.technology.industrial-engineering,Industrial engineering,Study of optimizing complex industrial systems.,Technology|0,3,S,https://en.wikipedia.org/wiki/Industrial_engineering
natural-science.physics.technology.manufacturing-engineering,Manufacturing engineering,Study of manufacturing processes and production systems.,Technology|0,3,S,https://en.wikipedia.org/wiki/Manufacturing_engineering
natural-science.physics.technology.marine-engineering,Marine engineering,Study of engineering for ships and marine structures.,Technology|0,3,S,https://en.wikipedia.org/wiki/Marine_propulsion
natural-science.physics.technology.mass-transfer,Mass transfer,Study of mass transfer processes in engineering.,Technology|0,3,S,https://en.wikipedia.org/wiki/Mass_transfer
natural-science.physics.technology.nanoengineering,Nanoengineering,Study of engineering at the nanoscale.,Technology|0,3,S,https://en.wikipedia.org/wiki/Nanoengineering
natural-science.physics.technology.ocean-engineering,Ocean engineering,Study of engineering for ocean structures and systems.,Technology|0;Earth science|1,3,S,https://en.wikipedia.org/wiki/Offshore_construction
natural-science.physics.technology.optical-engineering,Optical engineering,Study of engineering optical systems and devices.,Technology|0,3,S,https://en.wikipedia.org/wiki/Optical_engineering
natural-science.physics.technology.thermal-engineering,Thermal engineering,Study of engineering related to heat and energy systems.,Technology|0,3,S,https://en.wikipedia.org/wiki/Thermal_engineering
natural-science.physics.technology.chaos-theory,Chaos theory,Study of chaotic behavior in dynamic systems.,Technology|0,3,S,https://en.wikipedia.org/wiki/Chaos_theory
natural-science.physics.technology.complex-systems,Complex systems,Study of complex systems and emergent behavior.,Technology|0;Scientific thinking|1,3,S,https://en.wikipedia.org/wiki/Complex_systems
natural-science.physics.technology.conceptual-systems,Conceptual systems,Study of conceptual system models and structures.,Technology|0;Scientific thinking|1,3,S,https://en.wikipedia.org/wiki/Conceptual_systems
natural-science.physics.technology.control-theory,Control theory,Study of control theory and system stability.,Technology|0,3,S,https://en.wikipedia.org/wiki/Control_theory
natural-science.physics.technology.control-theory.affect-control-theory,Affect control theory,Study of affect control theory and social interaction models.,key:natural-science.physics.technology.control-theory|0;Psychology|1,4,S,https://en.wikipedia.org/wiki/Affect_control_theory
natural-science.physics.technology.control-theory.control-engineering,Control engineering,Study of engineering control systems.,key:natural-science.physics.technology.control-theory|0,4,S,https://en.wikipedia.org/wiki/Control_engineering
natural-science.physics.technology.control-theory.control-systems,Control systems,Study of control systems design and analysis.,key:natural-science.physics.technology.control-theory|0,4,S,https://en.wikipedia.org/wiki/Control_systems
natural-science.physics.technology.control-theory.perceptual-control-theory,Perceptual control theory,Study of perceptual control theory and behavior models.,key:natural-science.physics.technology.control-theory|0;Psychology|1,4,S,https://en.wikipedia.org/wiki/Perceptual_control_theory
natural-science.physics.technology.cybernetics,Cybernetics,Study of control and communication in systems.,Technology|0;Scientific thinking|1,3,S,https://en.wikipedia.org/wiki/Cybernetics
natural-science.physics.technology.cybernetics.biocybernetics,Biocybernetics,Study of cybernetic models of biological systems.,Cybernetics|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Biocybernetics
natural-science.physics.technology.cybernetics.engineering-cybernetics,Engineering cybernetics,Study of cybernetics applied to engineering systems.,Cybernetics|0,4,S,https://en.wikipedia.org/wiki/Engineering_cybernetics
natural-science.physics.technology.cybernetics.management-cybernetics,Management cybernetics,Study of cybernetic approaches to management systems.,Cybernetics|0;Economics|1,4,S,https://en.wikipedia.org/wiki/Management_cybernetics
natural-science.physics.technology.cybernetics.medical-cybernetics,Medical cybernetics,Study of cybernetic systems in medicine.,Cybernetics|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Medical_cybernetics
natural-science.physics.technology.cybernetics.new-cybernetics,New Cybernetics,Study of second generation cybernetics concepts.,Cybernetics|0,4,S,https://en.wikipedia.org/wiki/New_Cybernetics
natural-science.physics.technology.cybernetics.second-order-cybernetics,Second-order cybernetics,Study of cybernetics of observing systems.,Cybernetics|0,4,S,https://en.wikipedia.org/wiki/Second-order_cybernetics
natural-science.physics.technology.network-science,Network science,Study of networks and complex connectivity.,Technology|0,3,S,https://en.wikipedia.org/wiki/Network_science
natural-science.physics.technology.systems-biology,Systems biology,Study of biological systems using systems theory.,Technology|0;Biology|0,3,S,https://en.wikipedia.org/wiki/Systems_biology
natural-science.physics.technology.systems-biology.computational-systems-biology,Computational systems biology,Study of computational models of biological systems.,key:natural-science.physics.technology.systems-biology|0,4,S,https://en.wikipedia.org/wiki/Computational_systems_biology
natural-science.physics.technology.systems-biology.synthetic-biology,Synthetic biology,Study of designing and building biological systems.,key:natural-science.physics.technology.systems-biology|0,4,S,https://en.wikipedia.org/wiki/Synthetic_biology
natural-science.physics.technology.systems-biology.systems-immunology,Systems immunology,Study of immune system dynamics using systems methods.,key:natural-science.physics.technology.systems-biology|0,4,S,https://en.wikipedia.org/wiki/Systems_immunology
natural-science.physics.technology.systems-biology.systems-neuroscience,Systems neuroscience,Study of neural systems using systems approaches.,key:natural-science.physics.technology.systems-biology|0,4,S,https://en.wikipedia.org/wiki/Systems_neuroscience
natural-science.physics.technology.system-dynamics,System dynamics,Study of dynamic behavior of complex systems.,Technology|0,3,S,https://en.wikipedia.org/wiki/System_dynamics
natural-science.physics.technology.system-dynamics.social-dynamics,Social dynamics,Study of social dynamics using system models.,key:natural-science.physics.technology.system-dynamics|0;Sociology|1,4,S,https://en.wikipedia.org/wiki/Social_dynamics
natural-science.physics.technology.systems-ecology,Systems ecology,Study of ecosystems using systems theory.,Technology|0;Biology|1,3,S,https://en.wikipedia.org/wiki/Systems_ecology
natural-science.physics.technology.systems-ecology.ecosystem-ecology,Ecosystem ecology,Study of ecosystem structure and function.,Systems ecology|0,4,S,https://en.wikipedia.org/wiki/Ecosystem_ecology
natural-science.physics.technology.systems-engineering,Systems engineering,Study of engineering complex system life cycles.,Technology|0,3,S,https://en.wikipedia.org/wiki/Systems_engineering
natural-science.physics.technology.systems-engineering.biological-systems-engineering,Biological systems engineering,Study of engineering biological systems and processes.,Systems engineering|0;Biology|0,4,S,https://en.wikipedia.org/wiki/Biological_systems_engineering
natural-science.physics.technology.systems-engineering.earth-systems-engineering-and-management,Earth systems engineering and management,Study of engineering and managing Earth systems.,Systems engineering|0;Earth science|1,4,S,https://en.wikipedia.org/wiki/Earth_systems_engineering_and_management
natural-science.physics.technology.systems-engineering.enterprise-systems-engineering,Enterprise systems engineering,Study of engineering enterprise systems and processes.,Systems engineering|0;Economics|1,4,S,https://en.wikipedia.org/wiki/Enterprise_systems_engineering
natural-science.physics.technology.systems-psychology,Systems psychology,Study of psychological aspects of systems and organizations.,Technology|0;Psychology|1,3,S,https://en.wikipedia.org/wiki/Systems_psychology
natural-science.physics.technology.systems-psychology.ergonomics,Ergonomics,Study of human factors and system design.,Systems psychology|0;Biology|0,4,S,https://en.wikipedia.org/wiki/Ergonomics
natural-science.physics.technology.systems-psychology.family-systems-theory,Family systems theory,Study of family behavior as a systems model.,Systems psychology|0,4,S,https://en.wikipedia.org/wiki/Family_systems_theory
natural-science.physics.technology.systems-psychology.systemic-therapy,Systemic therapy,Study of therapeutic approaches based on systems theory.,Systems psychology|0,4,S,https://en.wikipedia.org/wiki/Systemic_therapy
natural-science.physics.technology.systems-theory,Systems theory,Study of systems concepts across disciplines.,Technology|0;Scientific thinking|1,3,S,https://en.wikipedia.org/wiki/Systems_theory
natural-science.physics.technology.systems-theory.biochemical-systems-theory,Biochemical systems theory,Study of biochemical networks using systems theory.,Systems theory|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Biochemical_systems_theory
natural-science.physics.technology.systems-theory.ecological-systems-theory,Ecological systems theory,Study of ecological systems using systems theory.,Systems theory|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Ecological_systems_theory
natural-science.physics.technology.systems-theory.developmental-systems-theory,Developmental systems theory,Study of development as a complex systems process.,Systems theory|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Developmental_systems_theory
natural-science.physics.technology.systems-theory.general-systems-theory,General systems theory,Study of general principles of systems across domains.,Systems theory|0,4,S,https://en.wikipedia.org/wiki/General_systems_theory
natural-science.physics.technology.systems-theory.living-systems-theory,Living systems theory,Study of living systems as organized processes.,Systems theory|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Living_systems_theory
natural-science.physics.technology.systems-theory.lti-system-theory,LTI system theory,Study of linear time invariant systems.,Systems theory|0,4,S,https://en.wikipedia.org/wiki/LTI_system_theory
natural-science.physics.technology.systems-theory.mathematical-system-theory,Mathematical system theory,Study of system theory using mathematical models.,Systems theory|0,4,S,https://en.wikipedia.org/wiki/Mathematical_system_theory
natural-science.physics.technology.systems-theory.sociotechnical-systems-theory,Sociotechnical systems theory,Study of interactions between social and technical systems.,Systems theory|0;Sociology|1,4,S,https://en.wikipedia.org/wiki/Sociotechnical_systems_theory
natural-science.physics.technology.systems-theory.world-systems-theory,World-systems theory,Study of global systems and economic relationships.,Systems theory|0;Economics|1,4,S,https://en.wikipedia.org/wiki/World-systems_theory
natural-science.physics.technology.systems-theory-in-anthropology,Systems theory in anthropology,Study of systems theory applied to anthropology.,Technology|0;Cultural studies|1,3,S,https://en.wikipedia.org/wiki/Systems_theory_in_anthropology
natural-science.physics.technology.transportation,Transportation,Study of transportation systems and mobility.,Technology|0,3,S,https://en.wikipedia.org/wiki/Transport
natural-science.physics.technology.transportation.highway-safety,Highway safety,Study of safety in highway systems and traffic.,Transportation|0,4,S,https://en.wikipedia.org/wiki/Highway_safety
natural-science.physics.technology.transportation.infographics,Infographics,Study of visual communication of information.,Transportation|0;Communication|1,4,S,https://en.wikipedia.org/wiki/Infographics
natural-science.physics.technology.transportation.intermodal-transportation-studies,Intermodal transportation studies,Study of integrated transportation modes and logistics.,Transportation|0,4,S,https://en.wikipedia.org/wiki/Intermodal_passenger_transport
natural-science.physics.technology.transportation.logistics,Logistics,"Study of planning, coordination, and optimization of transport and supply flows.",Transportation|0,4,S,https://en.wikipedia.org/wiki/Logistics
natural-science.physics.technology.transportation.marine-transportation,Marine transportation,Study of transportation by sea and maritime systems.,Transportation|0,4,S,https://en.wikipedia.org/wiki/Marine_transportation
natural-science.physics.technology.transportation.marine-transportation.port-management,Port management,Study of port operations and maritime logistics.,Marine transportation|0;Economics|1,5,S,https://en.wikipedia.org/wiki/Port_management
natural-science.physics.technology.transportation.marine-transportation.seafaring,Seafaring,Study of navigation and seafaring practices.,Marine transportation|0,5,S,https://en.wikipedia.org/wiki/Seafaring
natural-science.physics.technology.transportation.mass-transit,Mass transit,Study of public transportation systems and planning.,Transportation|0,4,S,https://en.wikipedia.org/wiki/Mass_transit
natural-science.physics.technology.transportation.travel,Travel,Study of travel patterns and mobility behavior.,Transportation|0;Sociology|1,4,S,https://en.wikipedia.org/wiki/Travel
natural-science.physics.technology.transportation.vehicles,Vehicles,Study of vehicle systems and design.,Transportation|0,4,S,https://en.wikipedia.org/wiki/Vehicles
natural-science.physics.astronomy,Astronomy,Study of celestial objects and the universe.,Physics|0,2,S0,https://en.wikipedia.org/wiki/Astronomy
natural-science.physics.astronomy.aerospace-engineering,Aerospace engineering,Study of engineering for aircraft and spacecraft.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Aerospace_engineering
natural-science.physics.astronomy.aerospace-engineering.aerospace-architecture,Aerospace architecture,Study of design of structures for aerospace environments.,key:natural-science.physics.astronomy.aerospace-engineering|0,4,S,https://en.wikipedia.org/wiki/Aerospace_architecture
natural-science.physics.astronomy.aerospace-engineering.aerospace-physiology,Aerospace physiology,Study of human physiology in aerospace environments.,key:natural-science.physics.astronomy.aerospace-engineering|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Aerospace_physiology
natural-science.physics.astronomy.aerospace-engineering.aerospace-manufacturing,Aerospace manufacturing,Study of manufacturing processes for aerospace systems.,key:natural-science.physics.astronomy.aerospace-engineering|0,4,S,https://en.wikipedia.org/wiki/Aerospace_manufacturing
natural-science.physics.astronomy.aerospace-engineering.astronautics,Astronautics,Study of spaceflight and spacecraft systems.,key:natural-science.physics.astronomy.aerospace-engineering|0,4,S,https://en.wikipedia.org/wiki/Astronautics
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-architecture,Space architecture,Study of architecture for space habitats.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0,5,S,https://en.wikipedia.org/wiki/Space_architecture
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-colonization,Space colonization,Study of concepts for human settlement in space.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0,5,S,https://en.wikipedia.org/wiki/Space_colonization
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-commercialization,Space commercialization,Study of commercial activities in space.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0;Economics|1,5,S,https://en.wikipedia.org/wiki/Space_commercialization
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-commercialization.space-based-economy,Space-based economy,Study of economic systems based on space resources.,Space commercialization|0,6,S,https://en.wikipedia.org/wiki/Space-based_economy
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-commercialization.space-industry,Space industry,Study of industrial activities in space.,Space commercialization|0,6,S,https://en.wikipedia.org/wiki/Space_industry
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-commercialization.space-manufacturing,Space manufacturing,Study of manufacturing processes in space.,Space commercialization|0,6,S,https://en.wikipedia.org/wiki/Space_manufacturing
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-commercialization.space-tourism,Space tourism,Study of commercial human travel to space.,Space commercialization|0,6,S,https://en.wikipedia.org/wiki/Space_tourism
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-environment,Space environment,Study of environmental conditions in space.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0,5,S,https://en.wikipedia.org/wiki/Space_environment
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-logistics,Space logistics,Study of logistics for space missions and supplies.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0;Economics|1,5,S,https://en.wikipedia.org/wiki/Space_logistics
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-food,Space food,Study of food systems for space missions.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0;Biology|1,5,S,https://en.wikipedia.org/wiki/Space_food
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-medicine,Space medicine,Study of medical issues in spaceflight.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0;Biology|1,5,S,https://en.wikipedia.org/wiki/Space_medicine
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-medicine.neuroscience-in-space,Neuroscience in space,Study of neural effects of space environments.,Space medicine|0,6,S,https://en.wikipedia.org/wiki/Neuroscience_in_space
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-religion,Space religion,Study of religious practice and belief in space contexts.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0;Religious studies|1,5,S,https://en.wikipedia.org/wiki/Religion_in_space
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-sex,Space sex,Study of human sexuality and reproduction in space.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0;Biology|1,5,S,https://en.wikipedia.org/wiki/Sex_in_space
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-survival,Space survival,Study of survival systems and practices in space.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0,5,S,https://en.wikipedia.org/wiki/Space_and_survival
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-warfare,Space warfare,Study of conflict and defense in space environments.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0;Political science|1,5,S,https://en.wikipedia.org/wiki/Space_warfare
natural-science.physics.astronomy.aerospace-engineering.astronautics.space-writing,Space writing,Study of writing and documentation in space contexts.,key:natural-science.physics.astronomy.aerospace-engineering.astronautics|0;Communication|1,5,S,https://en.wikipedia.org/wiki/Writing_in_space
natural-science.physics.astronomy.aerospace-engineering.aeronautics,Aeronautics,Study of flight within Earth's atmosphere.,key:natural-science.physics.astronomy.aerospace-engineering|0,4,S,https://en.wikipedia.org/wiki/Aeronautics
natural-science.physics.astronomy.aerospace-engineering.human-spaceflight,Human spaceflight,Study of human spaceflight operations and systems.,key:natural-science.physics.astronomy.aerospace-engineering|0,4,S,https://en.wikipedia.org/wiki/Human_spaceflight
natural-science.physics.astronomy.aerospace-engineering.robotic-spacecraft,Robotic spacecraft,Study of robotic spacecraft design and operation.,key:natural-science.physics.astronomy.aerospace-engineering|0,4,S,https://en.wikipedia.org/wiki/Robotic_spacecraft
natural-science.physics.astronomy.aerospace-engineering.space-corrosion,Space corrosion,Study of material corrosion in space environments.,key:natural-science.physics.astronomy.aerospace-engineering|0;Chemistry|1,4,S,https://en.wikipedia.org/wiki/Space_corrosion
natural-science.physics.astronomy.space-technology,Space technology,Study of technologies for space exploration and use.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Space_technology
natural-science.physics.astronomy.space-technology.space-telescopes,Space telescopes,Study of telescope systems deployed in space.,Space technology|0,4,S,https://en.wikipedia.org/wiki/Space_telescopes
natural-science.physics.astronomy.space-technology.space-based-radar,Space-based radar,Study of radar systems deployed in space.,Space technology|0,4,S,https://en.wikipedia.org/wiki/Space-based_radar
natural-science.physics.astronomy.space-technology.space-based-solar-power,Space-based solar power,Study of solar power generation in space.,Space technology|0,4,S,https://en.wikipedia.org/wiki/Space-based_solar_power
natural-science.physics.astronomy.space-technology.spacecraft-design,Spacecraft design,Study of spacecraft design and engineering.,Space technology|0,4,S,https://en.wikipedia.org/wiki/Spacecraft_design
natural-science.physics.astronomy.space-technology.spacecraft-propulsion,Spacecraft propulsion,Study of propulsion systems for spacecraft.,Space technology|0,4,S,https://en.wikipedia.org/wiki/Spacecraft_propulsion
natural-science.physics.astronomy.astrobiology,Astrobiology,Study of life in the universe and potential habitats.,Astronomy|0;Biology|1,3,S,https://en.wikipedia.org/wiki/Astrobiology
natural-science.physics.astronomy.astrobotany,Astrobotany,Study of plant biology in extraterrestrial contexts.,Astronomy|0;Biology|1,3,S,https://en.wikipedia.org/wiki/Astrobotany
natural-science.physics.astronomy.astrochemistry,Astrochemistry,Study of chemical processes in space.,Astronomy|0;Chemistry|1,3,S,https://en.wikipedia.org/wiki/Astrochemistry
natural-science.physics.astronomy.astrochemistry.theoretical-astronomy,Theoretical astronomy,Study of theoretical models in astronomy.,key:natural-science.physics.astronomy.astrochemistry|0,4,S,https://en.wikipedia.org/wiki/Theoretical_astronomy
natural-science.physics.astronomy.cosmochemistry,Cosmochemistry,Study of chemical composition of the universe.,Astronomy|0;Chemistry|1,3,S,https://en.wikipedia.org/wiki/Cosmochemistry
natural-science.physics.astronomy.cosmology,Cosmology,Study of the origin and evolution of the universe.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Cosmology
natural-science.physics.astronomy.cosmology.physical-cosmology,Physical cosmology,Study of physical models of cosmology.,Cosmology|0,4,S,https://en.wikipedia.org/wiki/Physical_cosmology
natural-science.physics.astronomy.space-archaeology,Space archaeology,Study of archaeological aspects of space exploration.,Astronomy|0;History|1,3,S,https://en.wikipedia.org/wiki/Space_archaeology
natural-science.physics.astronomy.space-exploration,Space exploration,Study of exploring space and its environments.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Space_exploration
natural-science.physics.astronomy.space-law,Space law,Study of legal frameworks governing space activities.,Astronomy|0;Law|1,3,S,https://en.wikipedia.org/wiki/Space_law
natural-science.physics.astronomy.space-nuclear-power,Space nuclear power,Study of nuclear power systems for space use.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Nuclear_power_in_space
natural-science.physics.astronomy.archaeoastronomy,Archaeoastronomy,Study of ancient astronomical practices and observations.,Astronomy|0;History|1,3,S,https://en.wikipedia.org/wiki/Archaeoastronomy
natural-science.physics.astronomy.astrometry,Astrometry,Study of measuring positions and motions of celestial bodies.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Astrometry
natural-science.physics.astronomy.amateur-astronomy,Amateur astronomy,Study and practice of astronomy by nonprofessionals.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Amateur_astronomy
natural-science.physics.astronomy.forensic-astronomy,Forensic astronomy,Study of astronomical evidence in investigative contexts.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Forensic_astronomy
natural-science.physics.astronomy.extragalactic-astronomy,Extragalactic astronomy,Study of objects beyond the Milky Way.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Extragalactic_astronomy
natural-science.physics.astronomy.galactic-astronomy,Galactic astronomy,Study of the Milky Way and its structure.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Galactic_astronomy
natural-science.physics.astronomy.high-energy-astronomy,High-energy astronomy,Study of high energy phenomena in the universe.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/High-energy_astronomy
natural-science.physics.astronomy.observational-astronomy,Observational astronomy,Study of the universe through observations and instruments.,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Observational_astronomy
natural-science.physics.astronomy.observational-astronomy.radio-astronomy,Radio astronomy,Study of celestial objects using radio waves.,Observational astronomy|0,4,S,https://en.wikipedia.org/wiki/Radio_astronomy
natural-science.physics.astronomy.observational-astronomy.microwave-astronomy,Microwave astronomy,Study of the universe in microwave wavelengths.,Observational astronomy|0,4,S,https://en.wikipedia.org/wiki/Timeline_of_cosmic_microwave_background_astronomy
natural-science.physics.astronomy.observational-astronomy.submillimetre-astronomy,Submillimetre astronomy,Study of the universe in submillimeter wavelengths.,Observational astronomy|0,4,S,https://en.wikipedia.org/wiki/Submillimetre_astronomy
natural-science.physics.astronomy.observational-astronomy.infrared-astronomy,Infrared astronomy,Study of celestial objects using infrared light.,Observational astronomy|0,4,S,https://en.wikipedia.org/wiki/Infrared_astronomy
